ThreatCount,CompName,MITREID,Technique,Tactic,Matrix,Likelihood,Impact,Detectability,Risk,Rating,Rec.Mitigations
2057,AEMC-AI Server,T1056.003,Web Portal Capture,collection,Enterprise,"1,4372259","0,932727273",1,"1,3405397943919708",Low,['Privileged Account Management']
2058,AEMC-AI Server,T1056.003,Web Portal Capture,credential-access,Enterprise,"1,4372259","0,272727273",1,"0,3919707003919707",Low,['Privileged Account Management']
2059,AEMC-AI Server,T1056.002,GUI Input Capture,collection,Enterprise,"1,338161748","0,932727273",1,"1,2481399580449533",Low,['User Training']
2060,AEMC-AI Server,T1056.002,GUI Input Capture,credential-access,Enterprise,"1,338161748","0,272727273",1,"0,3649532043649532",Low,['User Training']
2061,AEMC-AI Server,T1056.001,Keylogging,collection,Enterprise,"1,83457659","0,932727273",1,"1,7111596199003392",Low,[]
2062,AEMC-AI Server,T1056.001,Keylogging,credential-access,Enterprise,"1,83457659","0,272727273",1,"0,500339070500339",Low,[]
2063,AEMC-AI Server,T1555,Credentials from Password Stores,credential-access,Enterprise,"0,798928515","0,272727273","0,30000000000000004","0,06536687856536688",Low,['Password Policies']
2064,AEMC-AI Server,T1003.008,/etc/passwd and /etc/shadow,credential-access,Enterprise,"0,798928515","0,272727273","0,30000000000000004","0,06536687856536688",Low,"['Password Policies', 'Privileged Account Management']"
2065,AEMC-AI Server,T1003.007,Proc Filesystem,credential-access,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,"['Password Policies', 'Privileged Account Management']"
2066,AEMC-AI Server,T1110.004,Credential Stuffing,credential-access,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'User Account Management']"
2067,AEMC-AI Server,T1110.003,Password Spraying,credential-access,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies']"
2068,AEMC-AI Server,T1110.002,Password Cracking,credential-access,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,"['Multi-factor Authentication', 'Password Policies']"
2069,AEMC-AI Server,T1110.001,Password Guessing,credential-access,Enterprise,"2,515145325","0,272727273","0,19999999999999996","0,13718974513718973",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'Update Software']"
2070,AEMC-AI Server,T1021.005,VNC,lateral-movement,Enterprise,"2,515145325","0,272727273","0,4","0,2743794902743795",Low,"['Limit Software Installation', 'Audit', 'Filter Network Traffic', 'Disable or Remove Feature or Program']"
2071,AEMC-AI Server,T1021.004,SSH,lateral-movement,Enterprise,"2,515145325","0,272727273","0,4","0,2743794902743795",Low,"['Multi-factor Authentication', 'User Account Management', 'Disable or Remove Feature or Program']"
2072,AEMC-AI Server,T1554,Compromise Client Software Binary,persistence,Enterprise,"2,515145325","0,77769003","0,5","0,978001721626805",Low,['Code Signing']
2073,AEMC-AI Server,T1036.006,Space after Filename,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,[]
2074,AEMC-AI Server,T1036.005,Match Legitimate Name or Location,defense-evasion,Enterprise,"2,515145325","0,77769003","0,5","0,978001721626805",Low,"['Restrict File and Directory Permissions', 'Code Signing', 'Execution Prevention']"
2075,AEMC-AI Server,T1036.004,Masquerade Task or Service,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,[]
2076,AEMC-AI Server,T1036.003,Rename System Utilities,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,['Restrict File and Directory Permissions']
2077,AEMC-AI Server,T1036.002,Right-to-Left Override,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,[]
2078,AEMC-AI Server,T1553,Subvert Trust Controls,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Operating System Configuration', 'Software Configuration', 'Restrict Registry Permissions', 'Execution Prevention']"
2079,AEMC-AI Server,T1027.003,Steganography,defense-evasion,Enterprise,"2,515145325","0,77769003","0,19999999999999996","0,3912006886507219",Low,['Network Intrusion Prevention']
2080,AEMC-AI Server,T1027.002,Software Packing,defense-evasion,Enterprise,"2,515145325","0,77769003","0,5","0,978001721626805",Low,['Antivirus/Antimalware']
2081,AEMC-AI Server,T1027.001,Binary Padding,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,[]
2082,AEMC-AI Server,T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,"['Restrict File and Directory Permissions', 'Privileged Account Management']"
2083,AEMC-AI Server,T1552.004,Private Keys,credential-access,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,"['Encrypt Sensitive Information', 'Password Policies', 'Restrict File and Directory Permissions', 'Audit']"
2084,AEMC-AI Server,T1552.003,Bash History,credential-access,Enterprise,"1,83457659","0,272727273",1,"0,500339070500339",Low,['Operating System Configuration']
2085,AEMC-AI Server,T1552.001,Credentials In Files,credential-access,Enterprise,"1,83457659","0,272727273","0,30000000000000004","0,15010172115010173",Low,"['Restrict File and Directory Permissions', 'Audit', 'User Training', 'Password Policies']"
2086,AEMC-AI Server,T1552,Unsecured Credentials,credential-access,Enterprise,"1,83457659","0,272727273","0,19999999999999996","0,10006781410006778",Low,"['Restrict File and Directory Permissions', 'Limit Access to Resource Over Network', 'Operating System Configuration', 'Password Policies', 'Filter Network Traffic', 'Active Directory Configuration', 'Encrypt Sensitive Information', 'Audit', 'Update Software', 'Privileged Account Management', 'User Training']"
2087,AEMC-AI Server,T1070.006,Timestomp,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,[]
2088,AEMC-AI Server,T1070.004,File Deletion,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,[]
2089,AEMC-AI Server,T1070.003,Clear Command History,defense-evasion,Enterprise,"2,515145325","0,77769003","0,5","0,978001721626805",Low,"['Remote Data Storage', 'Environment Variable Permissions', 'Restrict File and Directory Permissions']"
2090,AEMC-AI Server,T1548.003,Sudo and Sudo Caching,privilege-escalation,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,"['Restrict File and Directory Permissions', 'Operating System Configuration', 'Privileged Account Management']"
2091,AEMC-AI Server,T1548.003,Sudo and Sudo Caching,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,"['Restrict File and Directory Permissions', 'Operating System Configuration', 'Privileged Account Management']"
2092,AEMC-AI Server,T1548.001,Setuid and Setgid,privilege-escalation,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,['Operating System Configuration']
2093,AEMC-AI Server,T1548.001,Setuid and Setgid,defense-evasion,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,['Operating System Configuration']
2094,AEMC-AI Server,T1548,Abuse Elevation Control Mechanism,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,4","0,5706927693257592",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
2095,AEMC-AI Server,T1548,Abuse Elevation Control Mechanism,defense-evasion,Enterprise,"1,83457659","0,77769003","0,4","0,5706927693257592",Low,"['Operating System Configuration', 'User Account Control', 'Execution Prevention', 'Audit', 'Privileged Account Management', 'Restrict File and Directory Permissions']"
2096,AEMC-AI Server,T1070.002,Clear Linux or Mac System Logs,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Encrypt Sensitive Information', 'Remote Data Storage', 'Restrict File and Directory Permissions']"
2097,AEMC-AI Server,T1136.002,Domain Account,persistence,Enterprise,"0,798928515","0,77769003","0,19999999999999996","0,12426374815964107",Low,"['Multi-factor Authentication', 'Network Segmentation', 'Operating System Configuration', 'Privileged Account Management']"
2098,AEMC-AI Server,T1136.001,Local Account,persistence,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Multi-factor Authentication', 'Operating System Configuration', 'Privileged Account Management']"
2099,AEMC-AI Server,T1547.006,Kernel Modules and Extensions,persistence,Enterprise,"0,45653058","0,77769003","0,5","0,17751964022805872",Low,"['Antivirus/Antimalware', 'User Account Management', 'Privileged Account Management', 'Execution Prevention']"
2100,AEMC-AI Server,T1547.006,Kernel Modules and Extensions,privilege-escalation,Enterprise,"0,45653058","0,77769003","0,5","0,17751964022805872",Low,"['Antivirus/Antimalware', 'User Account Management', 'Privileged Account Management', 'Execution Prevention']"
2101,AEMC-AI Server,T1546.005,Trap,privilege-escalation,Enterprise,"1,04832948","0,77769003",1,"0,8152753847510844",Low,[]
2102,AEMC-AI Server,T1546.005,Trap,persistence,Enterprise,"1,04832948","0,77769003",1,"0,8152753847510844",Low,[]
2103,AEMC-AI Server,T1546.004,Unix Shell Configuration Modification,privilege-escalation,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,['Restrict File and Directory Permissions']
2104,AEMC-AI Server,T1546.004,Unix Shell Configuration Modification,persistence,Enterprise,"1,83457659","0,77769003",1,"1,4267319233143978",Low,['Restrict File and Directory Permissions']
2105,AEMC-AI Server,T1547,Boot or Logon Autostart Execution,persistence,Enterprise,"1,04832948","0,77769003",1,"0,8152753847510844",Low,[]
2106,AEMC-AI Server,T1547,Boot or Logon Autostart Execution,privilege-escalation,Enterprise,"1,04832948","0,77769003",1,"0,8152753847510844",Low,[]
2107,AEMC-AI Server,T1546,Event Triggered Execution,privilege-escalation,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,[]
2108,AEMC-AI Server,T1546,Event Triggered Execution,persistence,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,[]
2109,AEMC-AI Server,T1543.002,Systemd Service,persistence,Enterprise,"1,83457659","0,77769003","0,5","0,7133659616571989",Low,"['Limit Software Installation', 'Restrict File and Directory Permissions', 'User Account Management', 'Privileged Account Management']"
2110,AEMC-AI Server,T1543.002,Systemd Service,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,5","0,7133659616571989",Low,"['Limit Software Installation', 'Restrict File and Directory Permissions', 'User Account Management', 'Privileged Account Management']"
2111,AEMC-AI Server,T1037.004,RC Scripts,persistence,Enterprise,"0,798928515","0,77769003",1,"0,6213187407982055",Low,['Restrict File and Directory Permissions']
2112,AEMC-AI Server,T1037.004,RC Scripts,privilege-escalation,Enterprise,"0,798928515","0,77769003",1,"0,6213187407982055",Low,['Restrict File and Directory Permissions']
2113,AEMC-AI Server,T1055.014,VDSO Hijacking,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,['Behavior Prevention on Endpoint']
2114,AEMC-AI Server,T1055.014,VDSO Hijacking,privilege-escalation,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,['Behavior Prevention on Endpoint']
2115,AEMC-AI Server,T1055.009,Proc Memory,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
2116,AEMC-AI Server,T1055.009,Proc Memory,privilege-escalation,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
2117,AEMC-AI Server,T1055.008,Ptrace System Calls,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Behavior Prevention on Endpoint', 'Privileged Account Management']"
2118,AEMC-AI Server,T1055.008,Ptrace System Calls,privilege-escalation,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,"['Behavior Prevention on Endpoint', 'Privileged Account Management']"
2119,AEMC-AI Server,T1543,Create or Modify System Process,persistence,Enterprise,"2,515145325","0,77769003","0,4","0,782401377301444",Low,"['Limit Software Installation', 'User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
2120,AEMC-AI Server,T1543,Create or Modify System Process,privilege-escalation,Enterprise,"2,515145325","0,77769003","0,4","0,782401377301444",Low,"['Limit Software Installation', 'User Account Management', 'Operating System Configuration', 'Code Signing', 'Audit', 'Restrict File and Directory Permissions', 'Behavior Prevention on Endpoint']"
2121,AEMC-AI Server,T1542.003,Bootkit,persistence,Enterprise,"0,45653058","0,77769003",1,"0,35503928045611743",Low,"['Boot Integrity', 'Privileged Account Management']"
2122,AEMC-AI Server,T1542.003,Bootkit,defense-evasion,Enterprise,"0,45653058","0,77769003",1,"0,35503928045611743",Low,"['Boot Integrity', 'Privileged Account Management']"
2123,AEMC-AI Server,T1542.002,Component Firmware,persistence,Enterprise,"0,45653058","0,77769003","0,19999999999999996","0,07100785609122347",Low,['Update Software']
2124,AEMC-AI Server,T1542.002,Component Firmware,defense-evasion,Enterprise,"0,45653058","0,77769003","0,19999999999999996","0,07100785609122347",Low,['Update Software']
2125,AEMC-AI Server,T1505.003,Web Shell,persistence,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['User Account Management', 'Disable or Remove Feature or Program']"
2126,AEMC-AI Server,T1505.002,Transport Agent,persistence,Enterprise,"0,45653058","0,77769003","0,4","0,142015712182447",Low,"['Audit', 'Code Signing', 'Privileged Account Management']"
2127,AEMC-AI Server,T1505.001,SQL Stored Procedures,persistence,Enterprise,"0,45653058","0,77769003","0,4","0,142015712182447",Low,"['Audit', 'Code Signing', 'Privileged Account Management']"
2128,AEMC-AI Server,T1053.003,Cron,execution,Enterprise,"1,83457659","1,4981073299999998","0,4","1,0993570547701619",Low,"['Audit', 'User Account Management']"
2129,AEMC-AI Server,T1053.003,Cron,persistence,Enterprise,"1,83457659","0,77769003","0,4","0,5706927693257592",Low,"['Audit', 'User Account Management']"
2130,AEMC-AI Server,T1053.003,Cron,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,4","0,5706927693257592",Low,"['Audit', 'User Account Management']"
2131,AEMC-AI Server,T1053.002,At,execution,Enterprise,"2,83525473","1,4981073299999998","0,4","1,6990063573720684",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2132,AEMC-AI Server,T1053.002,At,persistence,Enterprise,"2,83525473","0,77769003","0,4","0,8819797344125369",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2133,AEMC-AI Server,T1053.002,At,privilege-escalation,Enterprise,"2,83525473","0,77769003","0,4","0,8819797344125369",Low,"['Audit', 'User Account Management', 'Operating System Configuration', 'Privileged Account Management']"
2134,AEMC-AI Server,T1542,Pre-OS Boot,defense-evasion,Enterprise,"1,4372259","0,77769003","0,19999999999999996","0,22354325065755537",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
2135,AEMC-AI Server,T1542,Pre-OS Boot,persistence,Enterprise,"1,4372259","0,77769003","0,19999999999999996","0,22354325065755537",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
2136,AEMC-AI Server,T1531,Account Access Removal,impact,Enterprise,"2,515145325","1,4981073299999998",1,"3,7679576473977323",Low,[]
2137,AEMC-AI Server,T1539,Steal Web Session Cookie,credential-access,Enterprise,"0,764663856","0,272727273",1,"0,2085446882085447",Low,"['Multi-factor Authentication', 'User Training', 'Software Configuration']"
2138,AEMC-AI Server,T1529,System Shutdown/Reboot,impact,Enterprise,"2,515145325","1,225380057",1,"3,082008921711784",Low,[]
2139,AEMC-AI Server,T1518,Software Discovery,discovery,Enterprise,"1,83457659","0,272727273",1,"0,500339070500339",Low,[]
2140,AEMC-AI Server,T1547.013,XDG Autostart Entries,persistence,Enterprise,"1,83457659","0,77769003","0,5","0,7133659616571989",Low,"['Limit Software Installation', 'Restrict File and Directory Permissions', 'User Account Management']"
2141,AEMC-AI Server,T1547.013,XDG Autostart Entries,privilege-escalation,Enterprise,"1,83457659","0,77769003","0,5","0,7133659616571989",Low,"['Limit Software Installation', 'Restrict File and Directory Permissions', 'User Account Management']"
2142,AEMC-AI Server,T1534,Internal Spearphishing,lateral-movement,Enterprise,"2,83525473","0,272727273",1,"0,7732512907732513",Low,[]
2143,AEMC-AI Server,T1505,Server Software Component,persistence,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['User Account Management', 'Disable or Remove Feature or Program', 'Code Signing', 'Audit', 'Restrict Registry Permissions', 'Privileged Account Management']"
2144,AEMC-AI Server,T1499,Endpoint Denial of Service,impact,Enterprise,"3,887042775","1,225380057",1,"4,763104697190938",Low,['Filter Network Traffic']
2145,AEMC-AI Server,T1497,Virtualization/Sandbox Evasion,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,[]
2146,AEMC-AI Server,T1497,Virtualization/Sandbox Evasion,discovery,Enterprise,"1,4372259","0,272727273",1,"0,3919707003919707",Low,[]
2147,AEMC-AI Server,T1498,Network Denial of Service,impact,Enterprise,"3,887042775","1,225380057",1,"4,763104697190938",Low,['Filter Network Traffic']
2148,AEMC-AI Server,T1496,Resource Hijacking,impact,Enterprise,"2,515145325","1,4981073299999998",1,"3,7679576473977323",Low,[]
2149,AEMC-AI Server,T1495,Firmware Corruption,impact,Enterprise,"1,4372259","1,225380057","0,19999999999999996","0,3522295910527752",Low,"['Boot Integrity', 'Update Software', 'Privileged Account Management']"
2150,AEMC-AI Server,T1491,Defacement,impact,Enterprise,"1,4372259","2,15810733",1,"3,1016877496558473",Low,['Data Backup']
2151,AEMC-AI Server,T1490,Inhibit System Recovery,impact,Enterprise,"2,515145325","1,225380057",1,"3,082008921711784",Low,"['User Account Management', 'Data Backup', 'Operating System Configuration']"
2152,AEMC-AI Server,T1489,Service Stop,impact,Enterprise,"2,515145325","1,225380057","0,19999999999999996","0,6164017843423566",Low,"['Restrict File and Directory Permissions', 'User Account Management', 'Network Segmentation', 'Restrict Registry Permissions']"
2153,AEMC-AI Server,T1486,Data Encrypted for Impact,impact,Enterprise,"2,515145325","2,15810733",1,"5,427953561897732",Low,"['Behavior Prevention on Endpoint', 'Data Backup']"
2154,AEMC-AI Server,T1485,Data Destruction,impact,Enterprise,"1,83457659","1,8853800569999999",1,"3,4588741158250653",Low,['Data Backup']
2155,AEMC-AI Server,T1480,Execution Guardrails,defense-evasion,Enterprise,"1,4372259","0,77769003",1,"1,1177162532877771",Low,['Do Not Mitigate']
2156,AEMC-AI Server,T1222,File and Directory Permissions Modification,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,"['Restrict File and Directory Permissions', 'Privileged Account Management']"
2157,AEMC-AI Server,T1212,Exploitation for Credential Access,credential-access,Enterprise,"2,515145325","0,272727273","0,19999999999999996","0,13718974513718973",Low,"['Exploit Protection', 'Update Software', 'Application Isolation and Sandboxing', 'Threat Intelligence Program']"
2158,AEMC-AI Server,T1205,Traffic Signaling,defense-evasion,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
2159,AEMC-AI Server,T1205,Traffic Signaling,persistence,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
2160,AEMC-AI Server,T1205,Traffic Signaling,command-and-control,Enterprise,"1,4372259","0,272727273","0,4","0,15678828015678828",Low,"['Filter Network Traffic', 'Disable or Remove Feature or Program']"
2161,AEMC-AI Server,T1211,Exploitation for Defense Evasion,defense-evasion,Enterprise,"2,515145325","0,77769003","0,19999999999999996","0,3912006886507219",Low,"['Exploit Protection', 'Update Software', 'Application Isolation and Sandboxing', 'Threat Intelligence Program']"
2162,AEMC-AI Server,T1190,Exploit Public-Facing Application,initial-access,Enterprise,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Network Segmentation']"
2163,AEMC-AI Server,T1210,Exploitation of Remote Services,lateral-movement,Enterprise,"2,83525473","0,272727273","0,19999999999999996","0,15465025815465022",Low,"['Exploit Protection', 'Application Isolation and Sandboxing', 'Disable or Remove Feature or Program', 'Vulnerability Scanning', 'Update Software', 'Privileged Account Management', 'Threat Intelligence Program', 'Network Segmentation']"
2164,AEMC-AI Server,T1201,Password Policy Discovery,discovery,Enterprise,"2,515145325","0,272727273","0,30000000000000004","0,20578461770578466",Low,['Password Policies']
2165,AEMC-AI Server,T1189,Drive-by Compromise,initial-access,Enterprise,"1,4372259","0,272727273","0,19999999999999996","0,07839414007839413",Low,"['Restrict Web-Based Content', 'Exploit Protection', 'Update Software', 'Application Isolation and Sandboxing']"
2166,AEMC-AI Server,T1204,User Execution,execution,Enterprise,"1,83457659","1,4981073299999998","0,19999999999999996","0,5496785273850807",Low,"['Restrict Web-Based Content', 'Execution Prevention', 'Network Intrusion Prevention', 'User Training', 'Behavior Prevention on Endpoint']"
2167,AEMC-AI Server,T1199,Trusted Relationship,initial-access,Enterprise,"2,2211673","0,272727273","0,19999999999999996","0,12115458012115454",Low,"['Multi-factor Authentication', 'User Account Management', 'Network Segmentation']"
2168,AEMC-AI Server,T1195,Supply Chain Compromise,initial-access,Enterprise,"1,4372259","0,272727273","0,19999999999999996","0,07839414007839413",Low,"['Vulnerability Scanning', 'Update Software']"
2169,AEMC-AI Server,T1219,Remote Access Software,command-and-control,Enterprise,"2,515145325","0,272727273","0,19999999999999996","0,13718974513718973",Low,"['Network Intrusion Prevention', 'Filter Network Traffic', 'Execution Prevention']"
2170,AEMC-AI Server,T1218,System Binary Proxy Execution,defense-evasion,Enterprise,"1,4372259","0,77769003","0,4","0,44708650131511085",Low,"['Exploit Protection', 'Execution Prevention', 'Disable or Remove Feature or Program', 'Privileged Account Management']"
2171,AEMC-AI Server,T1217,Browser Information Discovery,discovery,Enterprise,"1,4372259","0,272727273",1,"0,3919707003919707",Low,[]
2172,AEMC-AI Server,T1213,Data from Information Repositories,collection,Enterprise,"2,2211673","0,932727273","0,4","0,8286973274423093",Low,"['Audit', 'User Training', 'User Account Management']"
2173,AEMC-AI Server,T1203,Exploitation for Client Execution,execution,Enterprise,"2,515145325","1,4981073299999998","0,4","1,507183058959093",Low,"['Exploit Protection', 'Application Isolation and Sandboxing']"
2174,AEMC-AI Server,T1200,Hardware Additions,initial-access,Enterprise,"0,9145983","0,272727273","0,19999999999999996","0,04988718004988717",Low,"['Limit Hardware Installation', 'Limit Access to Resource Over Network']"
2175,AEMC-AI Server,T1176,Browser Extensions,persistence,Enterprise,"1,04832948","0,77769003","0,19999999999999996","0,16305507695021684",Low,"['Limit Software Installation', 'Execution Prevention', 'Audit', 'Update Software', 'User Training']"
2176,AEMC-AI Server,T1135,Network Share Discovery,discovery,Enterprise,"1,83457659","0,272727273",1,"0,500339070500339",Low,['Operating System Configuration']
2177,AEMC-AI Server,T1140,Deobfuscate/Decode Files or Information,defense-evasion,Enterprise,"2,515145325","0,77769003",1,"1,95600344325361",Low,[]
2178,AEMC-AI Server,T1136,Create Account,persistence,Enterprise,"2,515145325","0,77769003","0,19999999999999996","0,3912006886507219",Low,"['Multi-factor Authentication', 'Operating System Configuration', 'Network Segmentation', 'Privileged Account Management']"
2179,AEMC-AI Server,T1133,External Remote Services,persistence,Enterprise,"2,2211673","0,77769003","0,19999999999999996","0,3454759328344037",Low,"['Multi-factor Authentication', 'Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Network Segmentation']"
2180,AEMC-AI Server,T1133,External Remote Services,initial-access,Enterprise,"2,2211673","0,272727273","0,19999999999999996","0,12115458012115454",Low,"['Multi-factor Authentication', 'Limit Access to Resource Over Network', 'Disable or Remove Feature or Program', 'Network Segmentation']"
2181,AEMC-AI Server,T1132,Data Encoding,command-and-control,Enterprise,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,['Network Intrusion Prevention']
2182,AEMC-AI Server,T1125,Video Capture,collection,Enterprise,"1,83457659","0,932727273",1,"1,7111596199003392",Low,[]
2183,AEMC-AI Server,T1123,Audio Capture,collection,Enterprise,"1,83457659","0,932727273",1,"1,7111596199003392",Low,[]
2184,AEMC-AI Server,T1120,Peripheral Device Discovery,discovery,Enterprise,"1,83457659","0,272727273",1,"0,500339070500339",Low,[]
2185,AEMC-AI Server,T1119,Automated Collection,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,"['Encrypt Sensitive Information', 'Remote Data Storage']"
2186,AEMC-AI Server,T1115,Clipboard Data,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,[]
2187,AEMC-AI Server,T1114,Email Collection,collection,Enterprise,"1,4372259","0,932727273","0,4","0,5362159177567883",Low,"['Encrypt Sensitive Information', 'Audit', 'Multi-factor Authentication']"
2188,AEMC-AI Server,T1113,Screen Capture,collection,Enterprise,"2,515145325","0,932727273",1,"2,345944640185949",Low,[]
2189,AEMC-AI Server,T1111,Multi-Factor Authentication Interception,credential-access,Enterprise,"1,04832948","0,272727273",1,"0,28590804028590805",Low,['User Training']
2190,AEMC-AI Server,T1110,Brute Force,credential-access,Enterprise,"1,4372259","0,272727273","0,30000000000000004","0,11759121011759122",Low,"['Multi-factor Authentication', 'Password Policies', 'Account Use Policies', 'User Account Management']"
2191,AEMC-AI Server,T1106,Native API,execution,Enterprise,"1,4372259","1,4981073299999998",1,"2,153118655655847",Low,"['Behavior Prevention on Endpoint', 'Execution Prevention']"
2192,AEMC-AI Server,T1105,Ingress Tool Transfer,command-and-control,Enterprise,"2,515145325","0,272727273","0,19999999999999996","0,13718974513718973",Low,['Network Intrusion Prevention']
2193,AEMC-AI Server,T1104,Multi-Stage Channels,command-and-control,Enterprise,"3,887042775","0,272727273","0,19999999999999996","0,21202051521202048",Low,['Network Intrusion Prevention']
2194,AEMC-AI Server,T1102,Web Service,command-and-control,Enterprise,"1,62014556","0,272727273","0,19999999999999996","0,08837157608837157",Low,"['Restrict Web-Based Content', 'Network Intrusion Prevention']"
2195,AEMC-AI Server,T1098,Account Manipulation,persistence,Enterprise,"2,515145325","0,77769003","0,19999999999999996","0,3912006886507219",Low,"['User Account Management', 'Operating System Configuration', 'Privileged Account Management', 'Multi-factor Authentication', 'Network Segmentation']"
2196,AEMC-AI Server,T1095,Non-Application Layer Protocol,command-and-control,Enterprise,"2,2211673","0,272727273","0,19999999999999996","0,12115458012115454",Low,"['Network Intrusion Prevention', 'Filter Network Traffic', 'Network Segmentation']"
2197,AEMC-AI Server,T1092,Communication Through Removable Media,command-and-control,Enterprise,"2,515145325","0,272727273","0,4","0,2743794902743795",Low,"['Disable or Remove Feature or Program', 'Operating System Configuration']"
2198,AEMC-AI Server,T1090,Proxy,command-and-control,Enterprise,"2,2211673","0,272727273","0,19999999999999996","0,12115458012115454",Low,"['SSL/TLS Inspection', 'Network Intrusion Prevention', 'Filter Network Traffic']"
2199,AEMC-AI Server,T1087,Account Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,['Operating System Configuration']
2200,AEMC-AI Server,T1083,File and Directory Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2201,AEMC-AI Server,T1082,System Information Discovery,discovery,Enterprise,"2,515145325","0,272727273",1,"0,6859487256859488",Low,[]
2202,AEMC-AI Server,T1080,Taint Shared Content,lateral-movement,Enterprise,"1,04832948","0,272727273","0,4","0,11436321611436323",Low,"['Restrict File and Directory Permissions', 'Exploit Protection', 'Execution Prevention']"
2203,AEMC-AI Server,T1078,Valid Accounts,defense-evasion,Enterprise,"1,83457659","0,77769003","0,30000000000000004","0,4280195769943194",Low,"['User Account Management', 'Password Policies', 'Account Use Policies', 'Active Directory Configuration', 'Application Developer Guidance', 'Privileged Account Management', 'User Training']"
