LocalID;Matrix;MITREID;Name;Tactics;Platforms;Technologies;Additions;PR;AV;AC;UI;CVSS
393;Enterprise;T1550;Use Alternate Authentication Material;['defense-evasion', 'lateral-movement'];['Windows', 'Office 365', 'SaaS', 'Google Workspace', 'IaaS', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
394;Enterprise;T1548.004;Elevated Execution with Prompt;['privilege-escalation', 'defense-evasion'];['macOS'];;;0,62;0,55;0,77;0,85;1,83457659
395;Enterprise;T1548.003;Sudo and Sudo Caching;['privilege-escalation', 'defense-evasion'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
396;Enterprise;T1548.002;Bypass User Account Control;['privilege-escalation', 'defense-evasion'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
397;Enterprise;T1548.001;Setuid and Setgid;['privilege-escalation', 'defense-evasion'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
398;Enterprise;T1548;Abuse Elevation Control Mechanism;['privilege-escalation', 'defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,77;0,85;1,83457659
399;Enterprise;T1136.003;Cloud Account;['persistence'];['Azure AD', 'Office 365', 'IaaS', 'Google Workspace', 'SaaS'];;;0,85;0,55;0,77;0,85;2,515145325
400;Enterprise;T1070.002;Clear Linux or Mac System Logs;['defense-evasion'];['Linux', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
401;Enterprise;T1070.001;Clear Windows Event Logs;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
402;Enterprise;T1136.002;Domain Account;['persistence'];['Windows', 'macOS', 'Linux'];;;0,27;0,55;0,77;0,85;0,798928515
403;Enterprise;T1136.001;Local Account;['persistence'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
404;Enterprise;T1547.010;Port Monitors;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
405;Enterprise;T1547.009;Shortcut Modification;['persistence', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
406;Enterprise;T1547.008;LSASS Driver;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
407;Enterprise;T1547.007;Re-opened Applications;['persistence', 'privilege-escalation'];['macOS'];;;0,62;0,55;0,77;0,62;1,338161748
408;Enterprise;T1547.006;Kernel Modules and Extensions;['persistence', 'privilege-escalation'];['macOS', 'Linux'];;;0,27;0,55;0,44;0,85;0,45653058
409;Enterprise;T1547.005;Security Support Provider;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
410;Enterprise;T1547.004;Winlogon Helper DLL;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
411;Enterprise;T1547.003;Time Providers;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
412;Enterprise;T1546.014;Emond;['privilege-escalation', 'persistence'];['macOS'];;;0,27;0,55;0,77;0,85;0,798928515
413;Enterprise;T1546.013;PowerShell Profile;['privilege-escalation', 'persistence'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
414;Enterprise;T1546.012;Image File Execution Options Injection;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
415;Enterprise;T1218.008;Odbcconf;['defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
416;Enterprise;T1546.011;Application Shimming;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
417;Enterprise;T1547.002;Authentication Package;['persistence', 'privilege-escalation'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
418;Enterprise;T1546.010;AppInit DLLs;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
419;Enterprise;T1546.009;AppCert DLLs;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
420;Enterprise;T1218.007;Msiexec;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
421;Enterprise;T1546.008;Accessibility Features;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
422;Enterprise;T1546.007;Netsh Helper DLL;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
423;Enterprise;T1546.006;LC_LOAD_DYLIB Addition;['privilege-escalation', 'persistence'];['macOS'];;;0,62;0,55;0,44;0,85;1,04832948
424;Enterprise;T1546.005;Trap;['privilege-escalation', 'persistence'];['macOS', 'Linux'];;;0,62;0,55;0,44;0,85;1,04832948
425;Enterprise;T1546.004;Unix Shell Configuration Modification;['privilege-escalation', 'persistence'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
426;Enterprise;T1546.003;Windows Management Instrumentation Event Subscription;['privilege-escalation', 'persistence'];['Windows'];;;0,27;0,55;0,77;0,85;0,798928515
427;Enterprise;T1546.002;Screensaver;['privilege-escalation', 'persistence'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
428;Enterprise;T1546.001;Change Default File Association;['privilege-escalation', 'persistence'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
429;Enterprise;T1547.001;Registry Run Keys / Startup Folder;['persistence', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
430;Enterprise;T1218.002;Control Panel;['defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
431;Enterprise;T1218.010;Regsvr32;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
432;Enterprise;T1218.009;Regsvcs/Regasm;['defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
433;Enterprise;T1218.005;Mshta;['defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
434;Enterprise;T1218.004;InstallUtil;['defense-evasion'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
435;Enterprise;T1218.001;Compiled HTML File;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
436;Enterprise;T1218.003;CMSTP;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
437;Enterprise;T1218.011;Rundll32;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
438;Enterprise;T1547;Boot or Logon Autostart Execution;['persistence', 'privilege-escalation'];['Linux', 'macOS', 'Windows'];;;0,62;0,55;0,44;0,85;1,04832948
439;Enterprise;T1546;Event Triggered Execution;['privilege-escalation', 'persistence'];['Linux', 'macOS', 'Windows', 'SaaS', 'IaaS', 'Office 365'];;;0,85;0,55;0,44;0,85;1,4372259
440;Enterprise;T1098.003;Additional Cloud Roles;['persistence'];['Office 365', 'IaaS', 'SaaS', 'Google Workspace', 'Azure AD'];;;0,85;0,55;0,77;0,85;2,515145325
441;Enterprise;T1098.002;Additional Email Delegate Permissions;['persistence'];['Windows', 'Office 365', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
442;Enterprise;T1098.001;Additional Cloud Credentials;['persistence'];['IaaS', 'Azure AD', 'SaaS'];;;0,85;0,55;0,77;0,85;2,515145325
443;Enterprise;T1543.004;Launch Daemon;['persistence', 'privilege-escalation'];['macOS'];;;0,27;0,55;0,77;0,85;0,798928515
444;Enterprise;T1543.003;Windows Service;['persistence', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
445;Enterprise;T1543.002;Systemd Service;['persistence', 'privilege-escalation'];['Linux'];;;0,62;0,55;0,77;0,85;1,83457659
446;Enterprise;T1543.001;Launch Agent;['persistence', 'privilege-escalation'];['macOS'];;;0,62;0,55;0,77;0,85;1,83457659
447;Enterprise;T1037.005;Startup Items;['persistence', 'privilege-escalation'];['macOS'];;;0,27;0,55;0,77;0,85;0,798928515
448;Enterprise;T1037.004;RC Scripts;['persistence', 'privilege-escalation'];['macOS', 'Linux'];;;0,27;0,55;0,77;0,85;0,798928515
449;Enterprise;T1055.012;Process Hollowing;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
450;Enterprise;T1055.013;Process Doppelgänging;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
451;Enterprise;T1055.011;Extra Window Memory Injection;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
452;Enterprise;T1055.014;VDSO Hijacking;['defense-evasion', 'privilege-escalation'];['Linux'];;;0,85;0,55;0,44;0,85;1,4372259
453;Enterprise;T1055.009;Proc Memory;['defense-evasion', 'privilege-escalation'];['Linux'];;;0,85;0,55;0,44;0,85;1,4372259
454;Enterprise;T1055.008;Ptrace System Calls;['defense-evasion', 'privilege-escalation'];['Linux'];;;0,85;0,55;0,44;0,85;1,4372259
455;Enterprise;T1055.005;Thread Local Storage;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
456;Enterprise;T1055.004;Asynchronous Procedure Call;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
457;Enterprise;T1055.003;Thread Execution Hijacking;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
458;Enterprise;T1055.002;Portable Executable Injection;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
459;Enterprise;T1055.001;Dynamic-link Library Injection;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
460;Enterprise;T1037.003;Network Logon Script;['persistence', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
461;Enterprise;T1543;Create or Modify System Process;['persistence', 'privilege-escalation'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,77;0,85;2,515145325
462;Enterprise;T1037.002;Login Hook;['persistence', 'privilege-escalation'];['macOS'];;;0,85;0,55;0,77;0,85;2,515145325
463;Enterprise;T1037.001;Logon Script (Windows);['persistence', 'privilege-escalation'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
464;Enterprise;T1542.003;Bootkit;['persistence', 'defense-evasion'];['Linux', 'Windows'];;;0,27;0,55;0,44;0,85;0,45653058
465;Enterprise;T1542.002;Component Firmware;['persistence', 'defense-evasion'];['Windows', 'Linux', 'macOS'];;;0,27;0,55;0,44;0,85;0,45653058
466;Enterprise;T1542.001;System Firmware;['persistence', 'defense-evasion'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
467;Enterprise;T1505.003;Web Shell;['persistence'];['Linux', 'Windows', 'macOS', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
468;Enterprise;T1505.002;Transport Agent;['persistence'];['Linux', 'Windows'];;;0,27;0,55;0,44;0,85;0,45653058
469;Enterprise;T1505.001;SQL Stored Procedures;['persistence'];['Windows', 'Linux'];;;0,27;0,55;0,44;0,85;0,45653058
470;Enterprise;T1053.003;Cron;['execution', 'persistence', 'privilege-escalation'];['Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
471;Enterprise;T1053.005;Scheduled Task;['execution', 'persistence', 'privilege-escalation'];['Windows'];;;0,27;0,85;0,77;0,85;1,234707705
472;Enterprise;T1053.002;At;['execution', 'persistence', 'privilege-escalation'];['Windows', 'Linux', 'macOS'];;;0,62;0,85;0,77;0,85;2,83525473
473;Enterprise;T1542;Pre-OS Boot;['defense-evasion', 'persistence'];['Linux', 'Windows', 'Network', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
474;Enterprise;T1137.001;Office Template Macros;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,77;0,85;1,83457659
475;Enterprise;T1137.004;Outlook Home Page;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
476;Enterprise;T1137.003;Outlook Forms;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
477;Enterprise;T1137.005;Outlook Rules;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
478;Enterprise;T1137.006;Add-ins;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
479;Enterprise;T1137.002;Office Test;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
480;Enterprise;T1531;Account Access Removal;['impact'];['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS'];;;0,85;0,55;0,77;0,85;2,515145325
481;Enterprise;T1539;Steal Web Session Cookie;['credential-access'];['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace'];;;0,62;0,55;0,44;0,62;0,764663856
482;Enterprise;T1529;System Shutdown/Reboot;['impact'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
483;Enterprise;T1518;Software Discovery;['discovery'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,62;0,55;0,77;0,85;1,83457659
484;Enterprise;T1547.013;XDG Autostart Entries;['persistence', 'privilege-escalation'];['Linux'];;;0,62;0,55;0,77;0,85;1,83457659
485;Enterprise;T1534;Internal Spearphishing;['lateral-movement'];['Windows', 'macOS', 'Linux', 'Office 365', 'SaaS', 'Google Workspace'];;;0,62;0,85;0,77;0,85;2,83525473
486;Enterprise;T1528;Steal Application Access Token;['credential-access'];['SaaS', 'Office 365', 'Azure AD', 'Google Workspace', 'Containers'];;;0,85;0,55;0,77;0,62;1,83457659
487;Enterprise;T1535;Unused/Unsupported Cloud Regions;['defense-evasion'];['IaaS'];;;0,62;0,55;0,77;0,85;1,83457659
488;Enterprise;T1525;Implant Internal Image;['persistence'];['IaaS', 'Containers'];;;0,62;0,55;0,77;0,85;1,83457659
489;Enterprise;T1538;Cloud Service Dashboard;['discovery'];['Azure AD', 'Office 365', 'IaaS', 'Google Workspace'];;;0,62;0,55;0,77;0,85;1,83457659
490;Enterprise;T1530;Data from Cloud Storage;['collection'];['IaaS', 'SaaS'];;;0,85;0,85;0,44;0,85;2,2211673
491;Enterprise;T1578;Modify Cloud Compute Infrastructure;['defense-evasion'];['IaaS'];;;0,62;0,55;0,77;0,85;1,83457659
492;Enterprise;T1537;Transfer Data to Cloud Account;['exfiltration'];['IaaS'];;;0,85;0,85;0,77;0,85;3,887042775
493;Enterprise;T1526;Cloud Service Discovery;['discovery'];['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
494;Enterprise;T1505;Server Software Component;['persistence'];['Windows', 'Linux', 'macOS', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
495;Enterprise;T1499;Endpoint Denial of Service;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,85;0,85;0,77;0,85;3,887042775
496;Enterprise;T1497;Virtualization/Sandbox Evasion;['defense-evasion', 'discovery'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,44;0,85;1,4372259
497;Enterprise;T1498;Network Denial of Service;['impact'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,85;0,85;0,77;0,85;3,887042775
498;Enterprise;T1496;Resource Hijacking;['impact'];['Windows', 'IaaS', 'Linux', 'macOS', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
499;Enterprise;T1495;Firmware Corruption;['impact'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
500;Enterprise;T1491;Defacement;['impact'];['Windows', 'IaaS', 'Linux', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
501;Enterprise;T1490;Inhibit System Recovery;['impact'];['Windows', 'macOS', 'Linux', 'Network', 'IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
502;Enterprise;T1489;Service Stop;['impact'];['Windows', 'Linux', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
503;Enterprise;T1486;Data Encrypted for Impact;['impact'];['Linux', 'macOS', 'Windows', 'IaaS'];;;0,85;0,55;0,77;0,85;2,515145325
504;Enterprise;T1485;Data Destruction;['impact'];['Windows', 'IaaS', 'Linux', 'macOS'];;;0,62;0,55;0,77;0,85;1,83457659
505;Enterprise;T1484;Domain Policy Modification;['defense-evasion', 'privilege-escalation'];['Windows', 'Azure AD'];;;0,62;0,55;0,77;0,85;1,83457659
506;Enterprise;T1482;Domain Trust Discovery;['discovery'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
507;Enterprise;T1480;Execution Guardrails;['defense-evasion'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
508;Enterprise;T1222;File and Directory Permissions Modification;['defense-evasion'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
509;Enterprise;T1221;Template Injection;['defense-evasion'];['Windows'];;;0,62;0,55;0,77;0,62;1,338161748
510;Enterprise;T1220;XSL Script Processing;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
511;Enterprise;T1207;Rogue Domain Controller;['defense-evasion'];['Windows'];;;0,27;0,55;0,44;0,85;0,45653058
512;Enterprise;T1212;Exploitation for Credential Access;['credential-access'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
513;Enterprise;T1205;Traffic Signaling;['defense-evasion', 'persistence', 'command-and-control'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
514;Enterprise;T1211;Exploitation for Defense Evasion;['defense-evasion'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
515;Enterprise;T1190;Exploit Public-Facing Application;['initial-access'];['Windows', 'IaaS', 'Network', 'Linux', 'macOS', 'Containers'];;;0,85;0,85;0,77;0,85;3,887042775
516;Enterprise;T1202;Indirect Command Execution;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
517;Enterprise;T1210;Exploitation of Remote Services;['lateral-movement'];['Linux', 'Windows', 'macOS'];;;0,62;0,85;0,77;0,85;2,83525473
518;Enterprise;T1201;Password Policy Discovery;['discovery'];['Windows', 'Linux', 'macOS', 'IaaS', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
519;Enterprise;T1189;Drive-by Compromise;['initial-access'];['Windows', 'Linux', 'macOS', 'SaaS'];;;0,85;0,55;0,44;0,85;1,4372259
520;Enterprise;T1204;User Execution;['execution'];['Linux', 'Windows', 'macOS', 'IaaS', 'Containers'];;;0,85;0,55;0,77;0,62;1,83457659
521;Enterprise;T1199;Trusted Relationship;['initial-access'];['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Office 365'];;;0,85;0,85;0,44;0,85;2,2211673
522;Enterprise;T1195;Supply Chain Compromise;['initial-access'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
523;Enterprise;T1219;Remote Access Software;['command-and-control'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
524;Enterprise;T1218;System Binary Proxy Execution;['defense-evasion'];['Windows', 'Linux', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
525;Enterprise;T1217;Browser Information Discovery;['discovery'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
526;Enterprise;T1216;System Script Proxy Execution;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
527;Enterprise;T1197;BITS Jobs;['defense-evasion', 'persistence'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
528;Enterprise;T1213;Data from Information Repositories;['collection'];['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace', 'IaaS'];;;0,85;0,85;0,44;0,85;2,2211673
529;Enterprise;T1203;Exploitation for Client Execution;['execution'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
530;Enterprise;T1200;Hardware Additions;['initial-access'];['Windows', 'Linux', 'macOS'];;;0,85;0,2;0,77;0,85;0,9145983
531;Enterprise;T1176;Browser Extensions;['persistence'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,62;1,04832948
532;Enterprise;T1185;Browser Session Hijacking;['collection'];['Windows'];;;0,27;0,55;0,77;0,62;0,582747858
533;Enterprise;T1187;Forced Authentication;['credential-access'];['Windows'];;;0,62;0,55;0,44;0,85;1,04832948
534;Enterprise;T1137;Office Application Startup;['persistence'];['Windows', 'Office 365'];;;0,62;0,55;0,44;0,85;1,04832948
535;Enterprise;T1135;Network Share Discovery;['discovery'];['macOS', 'Windows', 'Linux'];;;0,62;0,55;0,77;0,85;1,83457659
536;Enterprise;T1140;Deobfuscate/Decode Files or Information;['defense-evasion'];['Windows', 'Linux', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
537;Enterprise;T1136;Create Account;['persistence'];['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
538;Enterprise;T1134;Access Token Manipulation;['defense-evasion', 'privilege-escalation'];['Windows'];;;0,62;0,55;0,77;0,85;1,83457659
539;Enterprise;T1133;External Remote Services;['persistence', 'initial-access'];['Windows', 'Linux', 'Containers', 'macOS'];;;0,85;0,85;0,44;0,85;2,2211673
540;Enterprise;T1132;Data Encoding;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
541;Enterprise;T1129;Shared Modules;['execution'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
542;Enterprise;T1127;Trusted Developer Utilities Proxy Execution;['defense-evasion'];['Windows'];;;0,85;0,55;0,44;0,85;1,4372259
543;Enterprise;T1125;Video Capture;['collection'];['Windows', 'macOS', 'Linux'];;['Cam'];0,62;0,55;0,77;0,85;1,83457659
544;Enterprise;T1124;System Time Discovery;['discovery'];['Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
545;Enterprise;T1123;Audio Capture;['collection'];['Linux', 'macOS', 'Windows'];;['Mic'];0,62;0,55;0,77;0,85;1,83457659
546;Enterprise;T1120;Peripheral Device Discovery;['discovery'];['Windows', 'macOS', 'Linux'];;;0,62;0,55;0,77;0,85;1,83457659
547;Enterprise;T1119;Automated Collection;['collection'];['Linux', 'macOS', 'Windows', 'IaaS', 'SaaS'];;;0,85;0,55;0,77;0,85;2,515145325
548;Enterprise;T1115;Clipboard Data;['collection'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,77;0,85;2,515145325
549;Enterprise;T1114;Email Collection;['collection'];['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux'];;;0,85;0,55;0,44;0,85;1,4372259
550;Enterprise;T1113;Screen Capture;['collection'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
551;Enterprise;T1112;Modify Registry;['defense-evasion'];['Windows'];;;0,85;0,55;0,77;0,85;2,515145325
552;Enterprise;T1111;Multi-Factor Authentication Interception;['credential-access'];['Linux', 'Windows', 'macOS'];;;0,85;0,55;0,44;0,62;1,04832948
553;Enterprise;T1110;Brute Force;['credential-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network'];;;0,85;0,55;0,44;0,85;1,4372259
554;Enterprise;T1106;Native API;['execution'];['Windows', 'macOS', 'Linux'];;;0,85;0,55;0,44;0,85;1,4372259
555;Enterprise;T1105;Ingress Tool Transfer;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
556;Enterprise;T1104;Multi-Stage Channels;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,77;0,85;3,887042775
557;Enterprise;T1102;Web Service;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,85;1,62014556
558;Enterprise;T1098;Account Manipulation;['persistence'];['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'SaaS', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
559;Enterprise;T1095;Non-Application Layer Protocol;['command-and-control'];['Windows', 'Linux', 'macOS', 'Network'];;;0,85;0,85;0,44;0,85;2,2211673
560;Enterprise;T1092;Communication Through Removable Media;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,77;0,85;2,515145325
561;Enterprise;T1091;Replication Through Removable Media;['lateral-movement', 'initial-access'];['Windows'];;;0,85;0,2;0,77;0,85;0,9145983
562;Enterprise;T1090;Proxy;['command-and-control'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,85;0,44;0,85;2,2211673
563;Enterprise;T1087;Account Discovery;['discovery'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
564;Enterprise;T1083;File and Directory Discovery;['discovery'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
565;Enterprise;T1082;System Information Discovery;['discovery'];['Windows', 'IaaS', 'Linux', 'macOS', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
566;Enterprise;T1080;Taint Shared Content;['lateral-movement'];['Windows', 'Office 365', 'SaaS', 'Linux', 'macOS'];;;0,62;0,55;0,44;0,85;1,04832948
567;Enterprise;T1078;Valid Accounts;['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network'];;;0,62;0,55;0,77;0,85;1,83457659
568;Enterprise;T1074;Data Staged;['collection'];['Windows', 'IaaS', 'Linux', 'macOS'];;;0,85;0,55;0,44;0,85;1,4372259
569;Enterprise;T1072;Software Deployment Tools;['execution', 'lateral-movement'];['Linux', 'macOS', 'Windows'];;;0,62;0,85;0,44;0,62;1,181753232
570;Enterprise;T1071;Application Layer Protocol;['command-and-control'];['Linux', 'macOS', 'Windows'];;;0,85;0,85;0,44;0,85;2,2211673
571;Enterprise;T1070;Indicator Removal;['defense-evasion'];['Linux', 'macOS', 'Windows', 'Containers', 'Network', 'Office 365', 'Google Workspace'];;;0,85;0,55;0,77;0,85;2,515145325
572;Enterprise;T1069;Permission Groups Discovery;['discovery'];['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers'];;;0,85;0,55;0,77;0,85;2,515145325
573;Enterprise;T1068;Exploitation for Privilege Escalation;['privilege-escalation'];['Linux', 'macOS', 'Windows', 'Containers'];;;0,62;0,55;0,77;0,85;1,83457659
574;Enterprise;T1059;Command and Scripting Interpreter;['execution'];['Linux', 'macOS', 'Windows', 'Network', 'Office 365', 'Azure AD', 'IaaS', 'Google Workspace'];;;0,85;0,85;0,77;0,85;3,887042775
575;Enterprise;T1057;Process Discovery;['discovery'];['Linux', 'macOS', 'Windows', 'Network'];;;0,85;0,55;0,77;0,85;2,515145325
576;Enterprise;T1056;Input Capture;['collection', 'credential-access'];['Linux', 'macOS', 'Windows', 'Network'];;;0,62;0,55;0,44;0,85;1,04832948
577;Enterprise;T1055;Process Injection;['defense-evasion', 'privilege-escalation'];['Linux', 'macOS', 'Windows'];;;0,85;0,55;0,44;0,85;1,4372259
578;Enterprise;T1053;Scheduled Task/Job;['execution', 'persistence', 'privilege-escalation'];['Windows', 'Linux', 'macOS', 'Containers'];;;0,62;0,85;0,77;0,85;2,83525473
